epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,3593.23,0.59425,2.51657,1.56276,0.99458,0.98239,0.99013,0.96494,0.31477,1.27456,1.35562,0.00246363,0.00246363,0.00246363
110,3626.17,0.59419,2.49986,1.5648,0.99451,0.9825,0.99013,0.96511,0.31479,1.27409,1.35537,0.00238127,0.00238127,0.00238127
111,3658.97,0.59391,2.5025,1.56761,0.99445,0.98237,0.99014,0.96437,0.31449,1.27307,1.35535,0.00229993,0.00229993,0.00229993
112,3691.87,0.59034,2.50411,1.56401,0.99441,0.98238,0.99012,0.96444,0.3143,1.27233,1.35538,0.00221965,0.00221965,0.00221965
113,3724.58,0.59151,2.4984,1.56536,0.99438,0.98236,0.99013,0.96489,0.31331,1.27224,1.35484,0.00214046,0.00214046,0.00214046
114,3757.43,0.58839,2.4729,1.56439,0.99391,0.98289,0.99014,0.96431,0.31275,1.27276,1.35476,0.0020624,0.0020624,0.0020624
115,3790.34,0.58912,2.48261,1.56274,0.99426,0.98319,0.9902,0.96469,0.3118,1.26661,1.35457,0.00198548,0.00198548,0.00198548
116,3823.41,0.59002,2.47695,1.5624,0.99384,0.98356,0.9903,0.96443,0.31114,1.2688,1.35433,0.00190975,0.00190975,0.00190975
117,3856.43,0.58062,2.43941,1.55597,0.99398,0.98376,0.99036,0.9647,0.31087,1.27068,1.35443,0.00183523,0.00183523,0.00183523
118,3889.25,0.58701,2.46042,1.56261,0.99394,0.98372,0.99034,0.96493,0.31077,1.27015,1.35427,0.00176195,0.00176195,0.00176195
119,3922.06,0.58394,2.44178,1.55837,0.99399,0.98364,0.99032,0.96508,0.31053,1.26955,1.35426,0.00168994,0.00168994,0.00168994
120,3954.89,0.58386,2.43767,1.55949,0.99403,0.98359,0.99028,0.96508,0.31023,1.26834,1.35395,0.00161922,0.00161922,0.00161922
